0,496,265,502,0,,,,
1,496,265,503,1,,,,
2,496,267,502,2,,x,y,z
3,496,267,503,3,,496.017,265.754,500.125
4,497,266,503,7,,,,
5,496,266,501,26,,,,
6,495,266,501,46,,,,
7,497,266,502,65,,,,
8,496,267,503,86,,,,
9,497,266,501,105,,,,
10,495,265,500,125,,,,
11,496,266,502,148,,,,
12,486,263,497,169,,,,
13,493,266,500,191,,,,
14,495,264,499,214,,,,
15,496,266,499,235,,,,
16,496,266,499,257,,,,
17,496,266,499,279,,,,
18,496,266,501,301,,,,
19,497,266,501,322,,,,
20,496,266,503,345,,,,
21,497,266,499,366,,,,
22,496,266,500,388,,,,
23,495,265,500,409,,,,
24,496,267,501,432,,,,
25,496,264,500,453,,,,
26,496,266,501,475,,,,
27,496,266,500,497,,,,
28,496,266,499,519,,,,
29,496,265,501,540,,,,
30,495,266,502,563,,,,
31,496,266,500,584,,,,
32,496,265,501,606,,,,
33,496,265,499,628,,,,
34,496,266,500,650,,,,
35,496,267,500,671,,,,
36,496,265,500,694,,,,
37,496,267,500,715,,,,
38,496,265,500,737,,,,
39,495,265,499,759,,,,
40,496,266,500,781,,,,
41,496,265,500,802,,,,
42,497,267,500,825,,,,
43,496,265,501,846,,,,
44,496,265,501,868,,,,
45,496,265,500,890,,,,
46,496,265,500,912,,,,
47,496,266,501,933,,,,
48,496,265,501,956,,,,
49,495,265,499,977,,,,
50,495,265,500,999,,,,
51,496,266,499,1021,,,,
52,497,266,500,1044,,,,
53,496,266,501,1067,,,,
54,496,265,501,1090,,,,
55,495,266,499,1113,,,,
56,494,265,499,1135,,,,
57,496,265,501,1159,,,,
58,495,267,500,1181,,,,
59,495,266,501,1204,,,,
60,496,265,500,1227,,,,
61,496,266,500,1250,,,,
62,497,267,499,1272,,,,
63,497,266,500,1296,,,,
64,496,265,500,1318,,,,
65,495,266,502,1341,,,,
66,496,265,501,1364,,,,
67,496,266,499,1387,,,,
68,495,265,501,1411,,,,
69,496,266,501,1433,,,,
70,496,265,501,1456,,,,
71,496,266,501,1479,,,,
72,496,265,502,1502,,,,
73,497,266,501,1524,,,,
74,496,266,502,1548,,,,
75,496,265,502,1570,,,,
76,495,265,501,1593,,,,
77,496,266,502,1616,,,,
78,496,265,501,1639,,,,
79,496,266,500,1661,,,,
80,495,266,501,1685,,,,
81,496,267,501,1708,,,,
82,496,265,501,1730,,,,
83,497,265,502,1754,,,,
84,496,266,501,1776,,,,
85,497,266,502,1799,,,,
86,496,267,502,1822,,,,
87,495,265,501,1845,,,,
88,497,266,502,1867,,,,
89,496,266,500,1891,,,,
90,495,265,501,1913,,,,
91,495,269,503,1936,,,,
92,496,266,500,1959,,,,
93,497,265,502,1982,,,,
94,496,265,500,2004,,,,
95,496,267,501,2028,,,,
96,495,265,500,2051,,,,
97,495,265,500,2073,,,,
98,496,265,501,2097,,,,
99,495,265,501,2119,,,,
100,497,265,501,2143,,,,
101,496,266,502,2166,,,,
102,496,264,501,2190,,,,
103,496,264,501,2214,,,,
104,497,266,502,2238,,,,
105,496,266,501,2262,,,,
106,496,266,501,2286,,,,
107,496,264,499,2310,,,,
108,497,266,503,2333,,,,
109,496,265,502,2358,,,,
110,496,266,502,2381,,,,
111,495,266,502,2405,,,,
112,496,267,502,2429,,,,
113,496,266,502,2453,,,,
114,496,265,500,2478,,,,
115,495,265,500,2501,,,,
116,496,264,500,2525,,,,
117,496,266,503,2549,,,,
118,496,266,501,2573,,,,
119,497,266,500,2596,,,,
120,496,266,501,2621,,,,
121,496,266,502,2644,,,,
122,496,265,501,2668,,,,
123,497,266,501,2693,,,,
124,495,265,500,2716,,,,
125,495,265,499,2741,,,,
126,496,266,499,2764,,,,
127,497,266,502,2788,,,,
128,497,268,502,2812,,,,
129,497,266,502,2836,,,,
130,497,266,501,2860,,,,
131,496,266,501,2884,,,,
132,496,265,500,2908,,,,
133,496,266,501,2931,,,,
134,496,266,502,2956,,,,
135,496,266,501,2979,,,,
136,496,265,500,3003,,,,
137,496,266,501,3027,,,,
138,496,266,500,3051,,,,
139,497,265,501,3076,,,,
140,496,266,501,3099,,,,
141,496,265,501,3123,,,,
142,496,267,502,3147,,,,
143,496,266,500,3171,,,,
144,496,267,501,3194,,,,
145,496,265,500,3219,,,,
146,496,266,501,3243,,,,
147,496,265,500,3266,,,,
148,496,266,502,3291,,,,
149,495,266,501,3314,,,,
150,495,264,499,3338,,,,
151,496,265,499,3362,,,,
152,496,266,501,3386,,,,
153,496,265,501,3410,,,,
154,495,265,500,3434,,,,
155,496,266,500,3458,,,,
156,496,266,501,3482,,,,
157,496,265,499,3506,,,,
158,496,265,500,3529,,,,
159,496,265,500,3554,,,,
160,496,266,501,3577,,,,
161,496,265,500,3601,,,,
162,497,265,500,3625,,,,
163,496,266,499,3649,,,,
164,496,266,502,3674,,,,
165,495,265,501,3697,,,,
166,496,266,501,3721,,,,
167,497,266,500,3745,,,,
168,496,266,501,3769,,,,
169,496,266,500,3792,,,,
170,496,265,500,3817,,,,
171,497,267,501,3841,,,,
172,495,265,499,3864,,,,
173,495,264,498,3889,,,,
174,496,267,502,3912,,,,
175,496,266,500,3936,,,,
176,496,264,499,3960,,,,
177,496,266,501,3984,,,,
178,495,266,500,4008,,,,
179,496,264,500,4032,,,,
180,490,261,501,4056,,,,
